"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"12629";"BU05991086";"Rotterdam                               ";"Buurt     ";"BU05991086";"1";"2750";"2470";"1230";"1815";"1440";"375";"0.5";"2925";"45";"      3072";"1";"1";"5575"
"12630";"BU05991087";"Rotterdam                               ";"Buurt     ";"BU05991087";"1";"2620";"2130";"980";"1695";"1310";"385";"0.5";"2679";"50";"      3071";"1";"1";"4006"
"12631";"BU05991088";"Rotterdam                               ";"Buurt     ";"BU05991088";"1";"790";"730";"1340";"1220";"1050";"175";"0.6";"4955";"85";"      3071";"1";"1";"4800"
"12632";"WK059912  ";"Rotterdam                               ";"Wijk      ";"WK059912  ";"1";"17030";"19870";"8390";"21640";"18450";"3195";"0.7";"1836";"1235";"         .";;"1";"2554"
"12633";"BU05991283";"Rotterdam                               ";"Buurt     ";"BU05991283";"1";"1170";"1930";"1740";"2820";"2315";"505";"1";"1437";"190";"      3077";"1";"2";"1636"
"12634";"BU05991284";"Rotterdam                               ";"Buurt     ";"BU05991284";"1";"4230";"4490";"1750";"4570";"3870";"705";"0.6";"1752";"235";"      3076";"1";"1";"2594"
"12635";"BU05991289";"Rotterdam                               ";"Buurt     ";"BU05991289";"1";"7900";"9100";"3600";"10105";"8715";"1390";"0.7";"1763";"565";"      3079";"5";"1";"2712"
"12636";"BU05991290";"Rotterdam                               ";"Buurt     ";"BU05991290";"1";"3820";"4390";"1170";"4145";"3550";"595";"0.8";"2792";"245";"      3077";"1";"1";"2537"
"12637";"WK059913  ";"Rotterdam                               ";"Wijk      ";"WK059913  ";"1";"1250";"1860";"590";"2265";"2040";"225";"1";"1436";"245";"         .";;"4";"742"
"12638";"BU05991391";"Rotterdam                               ";"Buurt     ";"BU05991391";"1";"1250";"1860";"590";"2265";"2040";"225";"1";"1436";"245";"      3195";"1";"4";"742"
"12639";"WK059914  ";"Rotterdam                               ";"Wijk      ";"WK059914  ";"1";"19950";"29060";"22060";"37650";"32635";"5015";"0.8";"2166";"2030";"         .";;"1";"2694"
"12640";"BU05991444";"Rotterdam                               ";"Buurt     ";"BU05991444";"1";"1130";"2200";"3190";"3790";"3185";"605";"1";"1822";"165";"      3065";"1";"2";"1990"
"12641";"BU05991446";"Rotterdam                               ";"Buurt     ";"BU05991446";"1";"530";"460";"320";"685";"615";"70";"0.9";"1334";"65";"      3064";"1";"3";"1487"
"12642";"BU05991448";"Rotterdam                               ";"Buurt     ";"BU05991448";"1";"2050";"2880";"2470";"4025";"3520";"505";"0.8";"2342";"160";"      3066";"1";"1";"2903"
"12643";"BU05991449";"Rotterdam                               ";"Buurt     ";"BU05991449";"1";"2070";"3940";"2360";"4220";"3680";"540";"0.7";"1976";"235";"      3067";"1";"1";"3259"
"12644";"BU05991463";"Rotterdam                               ";"Buurt     ";"BU05991463";"1";"5560";"7620";"4690";"9960";"8785";"1175";"0.8";"2291";"510";"      3068";"5";"1";"2921"
"12645";"BU05991466";"Rotterdam                               ";"Buurt     ";"BU05991466";"1";"3910";"5520";"2860";"5960";"5190";"770";"0.8";"2836";"350";"      3068";"5";"1";"2509"
"12646";"BU05991467";"Rotterdam                               ";"Buurt     ";"BU05991467";"1";"2700";"3460";"2050";"3715";"3260";"455";"0.7";"2304";"190";"      3067";"1";"1";"3347"
"12647";"BU05991468";"Rotterdam                               ";"Buurt     ";"BU05991468";"1";"1920";"2950";"4220";"5295";"4405";"890";"1.2";"1842";"350";"      3059";"1";"3";"1154"
"12648";"WK059915  ";"Rotterdam                               ";"Wijk      ";"WK059915  ";"1";"20630";"23610";"9700";"21005";"17465";"3535";"0.6";"1877";"1070";"         .";;"1";"3822"
"12649";"BU05991570";"Rotterdam                               ";"Buurt     ";"BU05991570";"3";"110";"110";"90";"565";"425";"140";;;"20";"      3084";"1";"3";"1146"
"12650";"BU05991571";"Rotterdam                               ";"Buurt     ";"BU05991571";"1";"3850";"4550";"1660";"3320";"2700";"620";"0.5";"3923";"160";"      3081";"1";"1";"5814"
"12651";"BU05991572";"Rotterdam                               ";"Buurt     ";"BU05991572";"1";"3220";"4520";"1850";"3545";"2930";"610";"0.5";"6050";"205";"      3083";"1";"1";"5121"
"12652";"BU05991573";"Rotterdam                               ";"Buurt     ";"BU05991573";"3";"4280";"4370";"1690";"4135";"3525";"610";"0.6";"2699";"185";"      3085";"1";"1";"2659"
"12653";"BU05991574";"Rotterdam                               ";"Buurt     ";"BU05991574";"1";"3990";"4540";"2570";"4325";"3620";"710";"0.6";"3367";"230";"      3082";"2";"1";"3504"
"12654";"BU05991575";"Rotterdam                               ";"Buurt     ";"BU05991575";"1";"130";"140";"60";"155";"145";"10";"0.6";"741";"10";"      3084";"1";"2";"2033"
"12655";"BU05991576";"Rotterdam                               ";"Buurt     ";"BU05991576";"1";"290";"530";"230";"405";"315";"90";"0.5";"1557";"25";"      3083";"1";"1";"5415"
"12656";"BU05991577";"Rotterdam                               ";"Buurt     ";"BU05991577";"3";"3950";"3980";"1170";"3620";"2985";"635";"0.6";"2974";"165";"      3086";"1";"1";"2614"
"12657";"BU05991578";"Rotterdam                               ";"Buurt     ";"BU05991578";"1";"390";"260";"160";"270";"240";"30";"0.6";"94";"5";"      3084";"1";"1";"2922"
"12658";"BU05991593";"Rotterdam                               ";"Buurt     ";"BU05991593";"1";"420";"600";"240";"665";"580";"85";"0.9";"1699";"65";"      3089";"1";"5";"273"
"12659";"WK059916  ";"Rotterdam                               ";"Wijk      ";"WK059916  ";"1";"9810";"12380";"4180";"14770";"12955";"1810";"0.9";"1577";"970";"         .";;"2";"2040"
"12660";"BU05991692";"Rotterdam                               ";"Buurt     ";"BU05991692";"1";"3820";"4510";"1600";"5750";"4875";"875";"1";"1251";"415";"      3194";"5";"2";"1663"
"12661";"BU05991699";"Rotterdam                               ";"Buurt     ";"BU05991699";"1";"5990";"7870";"2580";"9020";"8080";"935";"0.9";"1890";"555";"      3192";"5";"2";"2255"
"12662";"WK059917  ";"Rotterdam                               ";"Wijk      ";"WK059917  ";"1";"2360";"3750";"1650";"5055";"4490";"565";"1";"354";"410";"         .";;"3";"1020"
"12663";"BU05991701";"Rotterdam                               ";"Buurt     ";"BU05991701";"3";"390";"900";"530";"1285";"1110";"180";"1.4";"317";"115";"      3151";"1";"4";"695"
"12664";"BU05991702";"Rotterdam                               ";"Buurt     ";"BU05991702";"3";"1990";"2810";"1080";"3700";"3330";"365";"0.9";"1144";"290";"      3151";"1";"3";"1202"
"12665";"BU05991703";"Rotterdam                               ";"Buurt     ";"BU05991703";"3";"0";"30";"10";"75";"50";"20";;;"5";"      3151";"1";"5";"63"
"12666";"WK059918  ";"Rotterdam                               ";"Wijk      ";"WK059918  ";"1";;;;"1055";"545";"510";;;"35";"         .";;"3";"1478"
"12667";"BU05991853";"Rotterdam                               ";"Buurt     ";"BU05991853";"1";;;;"1055";"545";"510";;;"35";"      3044";"1";"3";"1478"
"12668";"WK059919  ";"Rotterdam                               ";"Wijk      ";"WK059919  ";"1";"40";"280";"580";"215";"135";"80";"0.4";"175";"5";"         .";;"1";"3537"
"12669";"BU05991926";"Rotterdam                               ";"Buurt     ";"BU05991926";"1";"40";"280";"580";"215";"135";"80";"0.4";"175";"5";"      3029";"1";"1";"3537"
"12670";"WK059921  ";"Rotterdam                               ";"Wijk      ";"WK059921  ";"1";;;;"755";"365";"395";;;"15";"         .";;"4";"613"
"12671";"BU05992194";"Rotterdam                               ";"Buurt     ";"BU05992194";"1";;;;"205";"85";"120";;;"5";"      3087";"4";"3";"1082"
"12672";"BU05992196";"Rotterdam                               ";"Buurt     ";"BU05992196";"1";;;;"120";"65";"55";;;"0";"      3089";"3";"5";"346"
"12673";"BU05992198";"Rotterdam                               ";"Buurt     ";"BU05992198";"1";;;;"430";"210";"220";;;"5";"      3088";"1";"5";"346"
"12674";"WK059922  ";"Rotterdam                               ";"Wijk      ";"WK059922  ";"1";;;;"35";"10";"25";;;"0";"         .";;"5";"222"
"12675";"BU05992295";"Rotterdam                               ";"Buurt     ";"BU05992295";"1";;;;"35";"10";"25";;;"0";"      3196";"2";"5";"222"
"12676";"WK059923  ";"Rotterdam                               ";"Wijk      ";"WK059923  ";"1";;;;"390";"185";"205";;;"5";"         .";;"5";"53"
"12677";"BU05992306";"Rotterdam                               ";"Buurt     ";"BU05992306";"1";;;;"210";"110";"100";;;"0";"      3197";"1";"5";"111"
"12678";"BU05992307";"Rotterdam                               ";"Buurt     ";"BU05992307";"3";;;;"120";"65";"55";;;"5";"      3198";"1";"5";"20"
"12679";"BU05992308";"Rotterdam                               ";"Buurt     ";"BU05992308";"3";;;;"55";"5";"50";;;"0";"      3199";"1";"5";"7"
"12680";"WK059924  ";"Rotterdam                               ";"Wijk      ";"WK059924  ";"1";;;;"680";"290";"390";;;"10";"         .";;"4";"531"
"12681";"BU05992459";"Rotterdam                               ";"Buurt     ";"BU05992459";"1";;;;"680";"290";"390";;;"10";"      3047";"1";"4";"531"
"12682";"WK059925  ";"Rotterdam                               ";"Wijk      ";"WK059925  ";"1";;;;"40";"20";"20";;;"0";"         .";;"3";"1139"
"12683";"BU05992540";"Rotterdam                               ";"Buurt     ";"BU05992540";"1";;;;"40";"20";"20";;;"0";"      3065";"1";"3";"1139"
"12684";"WK059926  ";"Rotterdam                               ";"Wijk      ";"WK059926  ";"1";;;;"0";"0";"0";;;"0";"         .";;"5";"43"
"12685";"BU05992650";"Rotterdam                               ";"Buurt     ";"BU05992650";"1";;;;"0";"0";"0";;;"0";"      3046";"1";"5";"43"
"12686";"WK059927  ";"Rotterdam                               ";"Wijk      ";"WK059927  ";"1";"3300";"4770";"1200";"5890";"5255";"635";"1";"1304";"500";"         .";;"3";"1209"
"12687";"BU05992704";"Rotterdam                               ";"Buurt     ";"BU05992704";"1";"3300";"4770";"1200";"5890";"5255";"635";"1";"1817";"500";"      3181";"1";"3";"1210"
"12688";"BU05992705";"Rotterdam                               ";"Buurt     ";"BU05992705";"1";;;;"0";"0";"0";;;"0";"      3181";"1";"5";"110"
"12689";"GM0277    ";"Rozendaal                               ";"Gemeente  ";"GM0277    ";".";"130";"430";"630";"990";"750";"240";"1.4";"35";"85";"         .";;"4";"941"
"12690";"WK027700  ";"Rozendaal                               ";"Wijk      ";"WK027700  ";"1";"130";"430";"630";"995";"755";"240";"1.4";"36";"85";"         .";;"4";"941"
"12691";"BU02770000";"Rozendaal                               ";"Buurt     ";"BU02770000";"1";;;;"985";"750";"235";"1.4";"851";"85";"      6891";"1";"4";"958"
"12692";"BU02770009";"Rozendaal                               ";"Buurt     ";"BU02770009";"1";;;;"10";"10";"0";;;"0";"      6891";"3";"5";"319"
"12693";"GM0840    ";"Rucphen                                 ";"Gemeente  ";"GM0840    ";".";"7030";"8020";"2890";"13245";"11480";"1770";"1.3";"206";"1170";"         .";;"4";"671"
"12694";"WK084000  ";"Rucphen                                 ";"Wijk      ";"WK084000  ";"1";"990";"1670";"860";"2705";"2345";"360";"1.4";"150";"230";"         .";;"5";"435"
"12695";"BU08400000";"Rucphen                                 ";"Buurt     ";"BU08400000";"1";"760";"1310";"600";"2065";"1845";"220";"1.3";"2218";"175";"      4715";"1";"4";"539"
"12696";"BU08400009";"Rucphen                                 ";"Buurt     ";"BU08400009";"1";"220";"360";"260";"640";"500";"140";"1.6";"37";"55";"      4715";"1";"5";"154"
"12697";"WK084001  ";"Rucphen                                 ";"Wijk      ";"WK084001  ";"1";"3660";"3010";"720";"5170";"4490";"680";"1.3";"1191";"450";"         .";;"3";"1009"
"12698";"BU08400100";"Rucphen                                 ";"Buurt     ";"BU08400100";"1";"3560";"2910";"650";"4995";"4355";"640";"1.3";"1892";"430";"      4711";"1";"3";"1018"
"12699";"BU08400109";"Rucphen                                 ";"Buurt     ";"BU08400109";"1";"100";"100";"70";"175";"135";"40";"1.6";"103";"20";"      4711";"1";"4";"683"
