"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"2231";"BU17240301";"Bergeijk                                ";"Buurt     ";"BU17240301";"1";;;;"10";"10";"0";;;"5";"      5561";"1";"5";"231"
"2232";"BU17240302";"Bergeijk                                ";"Buurt     ";"BU17240302";"1";"130";"100";"90";"260";"235";"25";"1.2";"1681";"25";"      5561";"1";"5";"223"
"2233";"BU17240303";"Bergeijk                                ";"Buurt     ";"BU17240303";"1";"50";"60";"40";"135";"120";"15";"1.6";"989";"15";"      5561";"1";"5";"218"
"2234";"BU17240304";"Bergeijk                                ";"Buurt     ";"BU17240304";"1";"70";"130";"110";"240";"190";"50";"1.5";"1083";"25";"      5561";"1";"5";"209"
"2235";"BU17240306";"Bergeijk                                ";"Buurt     ";"BU17240306";"1";"50";"130";"100";"275";"225";"50";"1.9";"2251";"35";"      5561";"1";"5";"234"
"2236";"BU17240307";"Bergeijk                                ";"Buurt     ";"BU17240307";"1";"50";"110";"160";"325";"240";"85";"1.9";"666";"30";"      5561";"1";"5";"76"
"2237";"WK172404  ";"Bergeijk                                ";"Wijk      ";"WK172404  ";"1";"320";"680";"500";"1175";"970";"200";"1.4";"824";"135";"         .";;"5";"235"
"2238";"BU17240401";"Bergeijk                                ";"Buurt     ";"BU17240401";"1";"90";"110";"70";"225";"175";"50";"1.5";"306";"25";"      5563";"1";"5";"195"
"2239";"BU17240402";"Bergeijk                                ";"Buurt     ";"BU17240402";"1";"10";"30";"110";"120";"100";"20";"1.6";"1400";"15";"      5563";"1";"5";"223"
"2240";"BU17240403";"Bergeijk                                ";"Buurt     ";"BU17240403";"1";"60";"90";"70";"190";"160";"30";"1.9";"1145";"20";"      5563";"1";"5";"248"
"2241";"BU17240404";"Bergeijk                                ";"Buurt     ";"BU17240404";"1";;;;"65";"50";"15";;;"5";"      5563";"1";"5";"257"
"2242";"BU17240405";"Bergeijk                                ";"Buurt     ";"BU17240405";"1";"80";"100";"50";"170";"145";"20";"1.2";"2095";"20";"      5563";"1";"5";"256"
"2243";"BU17240406";"Bergeijk                                ";"Buurt     ";"BU17240406";"1";"20";"60";"30";"75";"60";"10";;;"20";"      5563";"1";"5";"260"
"2244";"BU17240407";"Bergeijk                                ";"Buurt     ";"BU17240407";"1";"40";"100";"60";"135";"110";"25";"1.4";"2635";"15";"      5563";"1";"5";"258"
"2245";"BU17240408";"Bergeijk                                ";"Buurt     ";"BU17240408";"1";"40";"160";"40";"160";"135";"20";"1.1";"2741";"5";"      5563";"1";"5";"254"
"2246";"BU17240409";"Bergeijk                                ";"Buurt     ";"BU17240409";"1";"10";"20";"10";"40";"30";"10";;;"10";"      5563";"1";"5";"189"
"2247";"WK172405  ";"Bergeijk                                ";"Wijk      ";"WK172405  ";"1";"140";"440";"310";"610";"500";"110";"1.3";"500";"70";"         .";;"5";"344"
"2248";"BU17240501";"Bergeijk                                ";"Buurt     ";"BU17240501";"1";"50";"120";"150";"195";"165";"30";"1.2";"847";"30";"      5571";"1";"5";"257"
"2249";"BU17240502";"Bergeijk                                ";"Buurt     ";"BU17240502";"1";"40";"170";"70";"165";"150";"15";"1";"366";"10";"      5571";"1";"5";"421"
"2250";"BU17240503";"Bergeijk                                ";"Buurt     ";"BU17240503";"1";;;;"60";"30";"30";;;"10";"      5571";"1";"5";"484"
"2251";"BU17240504";"Bergeijk                                ";"Buurt     ";"BU17240504";"1";;;;"85";"70";"15";"1.2";"1128";"10";"      5571";"1";"5";"157"
"2252";"BU17240505";"Bergeijk                                ";"Buurt     ";"BU17240505";"1";"30";"90";"30";"105";"85";"20";"1.6";"825";"10";"      5571";"1";"5";"355"
"2253";"WK172406  ";"Bergeijk                                ";"Wijk      ";"WK172406  ";"1";"420";"930";"420";"1270";"970";"300";"1.4";"14";"115";"         .";;"5";"156"
"2254";"BU17240601";"Bergeijk                                ";"Buurt     ";"BU17240601";"1";"30";"110";"40";"130";"100";"30";"1.7";"20";"30";"      5561";"1";"5";"44"
"2255";"BU17240602";"Bergeijk                                ";"Buurt     ";"BU17240602";"1";"0";"60";"60";"60";"50";"5";"1";"17";"5";"      5561";"1";"5";"138"
"2256";"BU17240603";"Bergeijk                                ";"Buurt     ";"BU17240603";"1";"80";"90";"50";"175";"130";"45";"1.6";"20";"15";"      5561";"3";"5";"138"
"2257";"BU17240604";"Bergeijk                                ";"Buurt     ";"BU17240604";"1";"10";"30";"10";"30";"20";"10";;;"0";"      5571";"5";"5";"191"
"2258";"BU17240605";"Bergeijk                                ";"Buurt     ";"BU17240605";"1";"10";"50";"10";"35";"20";"15";;;"0";"      5563";"1";"5";"221"
"2259";"BU17240606";"Bergeijk                                ";"Buurt     ";"BU17240606";"1";"30";"50";"30";"70";"60";"10";"1.4";"12";"5";"      5571";"1";"5";"101"
"2260";"BU17240607";"Bergeijk                                ";"Buurt     ";"BU17240607";"1";"90";"130";"70";"270";"220";"50";"1.9";"43";"15";"      5575";"4";"5";"157"
"2261";"BU17240608";"Bergeijk                                ";"Buurt     ";"BU17240608";"1";"70";"130";"60";"160";"120";"40";"1.2";"6";"15";"      5575";"5";"5";"24"
"2262";"BU17240609";"Bergeijk                                ";"Buurt     ";"BU17240609";"1";"100";"190";"80";"255";"185";"70";"1.5";"15";"20";"      5571";"6";"5";"119"
"2263";"BU17240610";"Bergeijk                                ";"Buurt     ";"BU17240610";"1";"10";"80";"10";"85";"65";"25";"1.5";"13";"5";"      5571";"1";"5";"25"
"2264";"GM0893    ";"Bergen (L.)                             ";"Gemeente  ";"GM0893    ";".";"3140";"5180";"1800";"7745";"6295";"1450";"1.4";"75";"745";"         .";;"5";"315"
"2265";"WK089301  ";"Bergen (L.)                             ";"Wijk      ";"WK089301  ";"1";"40";"100";"60";"180";"145";"35";"1.7";"72";"10";"         .";;"5";"43"
"2266";"BU08930110";"Bergen (L.)                             ";"Buurt     ";"BU08930110";"1";"40";"70";"50";"145";"115";"30";"1.7";"1192";"10";"      5854";"1";"5";"37"
"2267";"BU08930111";"Bergen (L.)                             ";"Buurt     ";"BU08930111";"1";"10";"30";"10";"35";"30";"10";;;"0";"      5854";"1";"5";"66"
"2268";"WK089302  ";"Bergen (L.)                             ";"Wijk      ";"WK089302  ";"1";"40";"160";"80";"230";"170";"60";"1.5";"100";"30";"         .";;"5";"93"
"2269";"BU08930220";"Bergen (L.)                             ";"Buurt     ";"BU08930220";"1";"40";"160";"80";"230";"170";"60";"1.5";"1702";"30";"      5854";"1";"5";"91"
"2270";"BU08930221";"Bergen (L.)                             ";"Buurt     ";"BU08930221";"1";;;;"0";"0";"0";;;"0";"      5854";"1";"5";"183"
"2271";"WK089303  ";"Bergen (L.)                             ";"Wijk      ";"WK089303  ";"1";"1160";"1720";"610";"2585";"2110";"475";"1.2";"133";"220";"         .";;"4";"562"
"2272";"BU08930330";"Bergen (L.)                             ";"Buurt     ";"BU08930330";"1";"1070";"1610";"560";"2365";"1955";"410";"1.2";"1834";"205";"      5854";"1";"4";"596"
"2273";"BU08930331";"Bergen (L.)                             ";"Buurt     ";"BU08930331";"1";;;;"185";"135";"50";"1.6";"10";"5";"      5854";"1";"5";"217"
"2274";"BU08930332";"Bergen (L.)                             ";"Buurt     ";"BU08930332";"1";;;;"35";"25";"15";;;"5";"      5854";"1";"5";"236"
"2275";"WK089304  ";"Bergen (L.)                             ";"Wijk      ";"WK089304  ";"1";"550";"840";"290";"1265";"1045";"220";"1.4";"72";"110";"         .";;"5";"214"
"2276";"BU08930440";"Bergen (L.)                             ";"Buurt     ";"BU08930440";"1";"460";"620";"220";"1040";"860";"180";"1.4";"1484";"85";"      5851";"1";"5";"243"
"2277";"BU08930441";"Bergen (L.)                             ";"Buurt     ";"BU08930441";"1";"90";"220";"60";"225";"185";"40";"1.3";"13";"20";"      5851";"1";"5";"97"
"2278";"WK089305  ";"Bergen (L.)                             ";"Wijk      ";"WK089305  ";"1";"490";"880";"240";"1240";"975";"265";"1.4";"83";"160";"         .";;"5";"168"
"2279";"BU08930550";"Bergen (L.)                             ";"Buurt     ";"BU08930550";"1";"360";"600";"150";"885";"725";"160";"1.4";"1093";"100";"      5853";"1";"5";"211"
"2280";"BU08930551";"Bergen (L.)                             ";"Buurt     ";"BU08930551";"1";"130";"280";"90";"355";"250";"105";"1.6";"25";"60";"      5853";"1";"5";"51"
"2281";"WK089306  ";"Bergen (L.)                             ";"Wijk      ";"WK089306  ";"1";"560";"990";"360";"1500";"1260";"240";"1.4";"59";"150";"         .";;"5";"181"
"2282";"BU08930660";"Bergen (L.)                             ";"Buurt     ";"BU08930660";"1";"390";"610";"170";"910";"805";"110";"1.5";"1657";"70";"      5855";"1";"5";"240"
"2283";"BU08930661";"Bergen (L.)                             ";"Buurt     ";"BU08930661";"1";"80";"140";"90";"240";"190";"50";"1.2";"801";"20";"      5855";"1";"5";"146"
"2284";"BU08930662";"Bergen (L.)                             ";"Buurt     ";"BU08930662";"1";"90";"230";"120";"350";"265";"85";"1.5";"14";"60";"      5855";"1";"5";"74"
"2285";"WK089307  ";"Bergen (L.)                             ";"Wijk      ";"WK089307  ";"1";"290";"500";"170";"745";"590";"155";"1.5";"35";"65";"         .";;"5";"84"
"2286";"BU08930770";"Bergen (L.)                             ";"Buurt     ";"BU08930770";"1";"160";"270";"80";"410";"350";"60";"1.5";"1908";"35";"      5856";"1";"5";"113"
"2287";"BU08930771";"Bergen (L.)                             ";"Buurt     ";"BU08930771";"1";"130";"230";"90";"335";"240";"95";"1.6";"16";"30";"      5856";"1";"5";"52"
"2288";"GM0373    ";"Bergen (NH.)                            ";"Gemeente  ";"GM0373    ";".";"4960";"9180";"7530";"15875";"13125";"2755";"1.1";"160";"1460";"         .";;"4";"819"
"2289";"WK037301  ";"Bergen (NH.)                            ";"Wijk      ";"WK037301  ";"1";"1720";"3160";"3570";"6345";"5220";"1120";"1.1";"1343";"450";"         .";;"3";"1136"
"2290";"BU03730101";"Bergen (NH.)                            ";"Buurt     ";"BU03730101";"1";"60";"120";"200";"295";"245";"50";"1";"2092";"25";"      1861";"1";"3";"1466"
"2291";"BU03730102";"Bergen (NH.)                            ";"Buurt     ";"BU03730102";"1";"60";"140";"210";"415";"325";"90";"1.5";"1019";"20";"      1861";"1";"4";"967"
"2292";"BU03730103";"Bergen (NH.)                            ";"Buurt     ";"BU03730103";"1";"130";"230";"390";"660";"530";"130";"1.2";"1443";"60";"      1861";"2";"4";"887"
"2293";"BU03730104";"Bergen (NH.)                            ";"Buurt     ";"BU03730104";"1";"70";"120";"200";"290";"225";"60";"1.2";"1196";"10";"      1862";"3";"4";"700"
"2294";"BU03730105";"Bergen (NH.)                            ";"Buurt     ";"BU03730105";"1";"70";"120";"80";"155";"130";"25";"1";"3095";"20";"      1862";"1";"3";"1000"
"2295";"BU03730106";"Bergen (NH.)                            ";"Buurt     ";"BU03730106";"1";"20";"60";"40";"90";"75";"15";"1.2";"272";"5";"      1862";"1";"3";"1043"
"2296";"BU03730107";"Bergen (NH.)                            ";"Buurt     ";"BU03730107";"1";"250";"430";"350";"770";"655";"120";"1.1";"2166";"40";"      1862";"1";"3";"1253"
"2297";"BU03730108";"Bergen (NH.)                            ";"Buurt     ";"BU03730108";"1";"90";"150";"180";"310";"260";"50";"1.1";"1424";"20";"      1862";"4";"2";"1523"
"2298";"BU03730109";"Bergen (NH.)                            ";"Buurt     ";"BU03730109";"1";"190";"390";"340";"655";"555";"100";"1";"2194";"45";"      1862";"3";"3";"1080"
"2299";"BU03730110";"Bergen (NH.)                            ";"Buurt     ";"BU03730110";"1";"220";"360";"300";"570";"485";"90";"1";"1840";"65";"      1862";"1";"3";"1137"
"2300";"BU03730111";"Bergen (NH.)                            ";"Buurt     ";"BU03730111";"1";"110";"310";"290";"510";"410";"95";"1.1";"1829";"50";"      1861";"2";"2";"1557"
"2301";"BU03730112";"Bergen (NH.)                            ";"Buurt     ";"BU03730112";"1";"70";"120";"150";"250";"220";"30";"1";"1658";"20";"      1861";"2";"3";"1215"
"2302";"BU03730113";"Bergen (NH.)                            ";"Buurt     ";"BU03730113";"1";"100";"200";"150";"245";"210";"35";"0.8";"2992";"15";"      1861";"1";"3";"1195"
"2303";"BU03730114";"Bergen (NH.)                            ";"Buurt     ";"BU03730114";"1";"60";"110";"190";"270";"220";"50";"1.1";"2497";"15";"      1861";"1";"3";"1268"
"2304";"BU03730115";"Bergen (NH.)                            ";"Buurt     ";"BU03730115";"1";"80";"20";"50";"125";"110";"15";"0.8";"1380";"0";"      1861";"1";"4";"920"
"2305";"BU03730116";"Bergen (NH.)                            ";"Buurt     ";"BU03730116";"1";"100";"200";"270";"430";"340";"95";"1.2";"1372";"15";"      1861";"1";"4";"999"
"2306";"BU03730117";"Bergen (NH.)                            ";"Buurt     ";"BU03730117";"1";"30";"60";"180";"305";"230";"75";"2";"340";"20";"      1861";"1";"5";"199"
"2307";"WK037302  ";"Bergen (NH.)                            ";"Wijk      ";"WK037302  ";"1";"70";"90";"110";"245";"190";"50";"1.3";"168";"15";"         .";;"5";"159"
"2308";"BU03730200";"Bergen (NH.)                            ";"Buurt     ";"BU03730200";"1";"70";"90";"110";"245";"190";"50";"1.3";"168";"15";"      1865";"1";"5";"159"
"2309";"WK037303  ";"Bergen (NH.)                            ";"Wijk      ";"WK037303  ";"1";"80";"220";"160";"380";"295";"85";"1.6";"14";"30";"         .";;"5";"337"
"2310";"BU03730300";"Bergen (NH.)                            ";"Buurt     ";"BU03730300";"1";"80";"220";"160";"380";"295";"85";"1.6";"14";"30";"      1861";"5";"5";"337"
"2311";"WK037304  ";"Bergen (NH.)                            ";"Wijk      ";"WK037304  ";"1";"930";"1530";"790";"2265";"1960";"305";"1";"1164";"225";"         .";;"3";"1213"
"2312";"BU03730400";"Bergen (NH.)                            ";"Buurt     ";"BU03730400";"1";"560";"830";"450";"1280";"1105";"180";"1";"1703";"130";"      1931";"1";"3";"1255"
"2313";"BU03730401";"Bergen (NH.)                            ";"Buurt     ";"BU03730401";"1";"10";"0";"20";"60";"55";"5";;;"10";"      1931";"1";"3";"1343"
"2314";"BU03730402";"Bergen (NH.)                            ";"Buurt     ";"BU03730402";"1";"280";"470";"190";"680";"595";"85";"1";"924";"60";"      1931";"1";"3";"1170"
"2315";"BU03730403";"Bergen (NH.)                            ";"Buurt     ";"BU03730403";"1";"80";"220";"130";"245";"210";"35";"1";"605";"20";"      1931";"1";"3";"1054"
"2316";"WK037305  ";"Bergen (NH.)                            ";"Wijk      ";"WK037305  ";"1";"550";"1080";"490";"1440";"1245";"195";"1.2";"112";"160";"         .";;"5";"398"
"2317";"BU03730500";"Bergen (NH.)                            ";"Buurt     ";"BU03730500";"1";"470";"1020";"460";"1305";"1135";"175";"1.2";"124";"145";"      1935";"1";"5";"407"
"2318";"BU03730501";"Bergen (NH.)                            ";"Buurt     ";"BU03730501";"1";"80";"60";"30";"130";"110";"20";"1.8";"57";"15";"      1934";"3";"5";"264"
"2319";"WK037306  ";"Bergen (NH.)                            ";"Wijk      ";"WK037306  ";"1";"640";"1160";"870";"1825";"1535";"290";"1.2";"107";"180";"         .";;"4";"502"
"2320";"BU03730600";"Bergen (NH.)                            ";"Buurt     ";"BU03730600";"1";"450";"750";"590";"1280";"1085";"195";"1.2";"331";"130";"      1934";"2";"4";"582"
"2321";"BU03730601";"Bergen (NH.)                            ";"Buurt     ";"BU03730601";"1";"140";"220";"180";"320";"275";"45";"1.3";"3721";"20";"      1934";"1";"4";"579"
"2322";"BU03730602";"Bergen (NH.)                            ";"Buurt     ";"BU03730602";"1";"30";"70";"40";"110";"90";"20";"1.1";"33";"15";"      1934";"1";"5";"299"
"2323";"BU03730609";"Bergen (NH.)                            ";"Buurt     ";"BU03730609";"1";"20";"120";"50";"110";"80";"30";"1.1";"11";"15";"      1934";"2";"5";"104"
"2324";"WK037307  ";"Bergen (NH.)                            ";"Wijk      ";"WK037307  ";"1";"950";"1920";"1600";"3375";"2675";"705";"1.2";"99";"410";"         .";;"5";"419"
"2325";"BU03730700";"Bergen (NH.)                            ";"Buurt     ";"BU03730700";"1";"500";"950";"780";"1750";"1375";"370";"1.2";"205";"190";"      1871";"1";"4";"539"
"2326";"BU03730701";"Bergen (NH.)                            ";"Buurt     ";"BU03730701";"1";"20";"70";"70";"150";"120";"30";"1.4";"234";"20";"      1871";"1";"5";"398"
"2327";"BU03730702";"Bergen (NH.)                            ";"Buurt     ";"BU03730702";"1";"100";"150";"220";"270";"210";"55";"1.3";"28";"25";"      1871";"1";"5";"274"
"2328";"BU03730703";"Bergen (NH.)                            ";"Buurt     ";"BU03730703";"1";"30";"100";"80";"175";"145";"35";"1.1";"92";"25";"      1871";"1";"5";"230"
"2329";"BU03730704";"Bergen (NH.)                            ";"Buurt     ";"BU03730704";"1";"250";"520";"400";"835";"665";"170";"1.2";"254";"120";"      1873";"1";"5";"363"
"2330";"BU03730705";"Bergen (NH.)                            ";"Buurt     ";"BU03730705";"1";"40";"100";"50";"165";"125";"40";"1.5";"150";"20";"      1871";"1";"5";"235"
"2331";"BU03730709";"Bergen (NH.)                            ";"Buurt     ";"BU03730709";"1";"10";"10";"40";"30";"25";"5";;;"5";"      1871";"1";"5";"88"
"2332";"GM0748    ";"Bergen op Zoom                          ";"Gemeente  ";"GM0748    ";".";"15690";"22360";"13180";"32455";"26830";"5625";"1.1";"406";"2280";"         .";;"2";"1861"
"2333";"WK074800  ";"Bergen op Zoom                          ";"Wijk      ";"WK074800  ";"1";"3300";"4570";"2810";"6105";"5105";"1000";"0.8";"2569";"390";"         .";;"1";"2798"
"2334";"BU07480000";"Bergen op Zoom                          ";"Buurt     ";"BU07480000";"1";"790";"1390";"1100";"1785";"1505";"280";"0.8";"3705";"165";"      4611";"1";"1";"3100"
"2335";"BU07480001";"Bergen op Zoom                          ";"Buurt     ";"BU07480001";"1";"400";"620";"350";"755";"610";"140";"0.8";"2565";"50";"      4611";"1";"2";"2260"
"2336";"BU07480002";"Bergen op Zoom                          ";"Buurt     ";"BU07480002";"1";"200";"430";"380";"615";"500";"115";"0.9";"2073";"15";"      4611";"1";"1";"2973"
"2337";"BU07480003";"Bergen op Zoom                          ";"Buurt     ";"BU07480003";"1";"220";"400";"340";"615";"475";"140";"0.9";"3800";"30";"      4611";"1";"1";"3161"
"2338";"BU07480004";"Bergen op Zoom                          ";"Buurt     ";"BU07480004";"1";"640";"670";"270";"790";"690";"100";"0.8";"3308";"45";"      4615";"2";"1";"2750"
"2339";"BU07480005";"Bergen op Zoom                          ";"Buurt     ";"BU07480005";"1";"790";"780";"270";"1220";"1040";"180";"1";"2026";"60";"      4615";"1";"2";"2271"
"2340";"BU07480006";"Bergen op Zoom                          ";"Buurt     ";"BU07480006";"1";"280";"280";"90";"320";"275";"45";"0.9";"1074";"20";"      4615";"3";"1";"3052"
"2341";"WK074801  ";"Bergen op Zoom                          ";"Wijk      ";"WK074801  ";"1";"2140";"3610";"2410";"5210";"4365";"845";"1.1";"1797";"395";"         .";;"2";"1755"
"2342";"BU07480100";"Bergen op Zoom                          ";"Buurt     ";"BU07480100";"1";"400";"810";"480";"1205";"985";"220";"1.2";"1392";"90";"      4614";"1";"2";"1908"
"2343";"BU07480101";"Bergen op Zoom                          ";"Buurt     ";"BU07480101";"1";"390";"750";"590";"1105";"935";"170";"1.1";"1496";"50";"      4614";"1";"2";"1560"
"2344";"BU07480102";"Bergen op Zoom                          ";"Buurt     ";"BU07480102";"1";"490";"680";"660";"1105";"935";"170";"1";"2599";"105";"      4613";"1";"2";"2139"
"2345";"BU07480103";"Bergen op Zoom                          ";"Buurt     ";"BU07480103";"1";"860";"1390";"670";"1795";"1505";"285";"1.2";"2066";"150";"      4614";"5";"2";"1520"
"2346";"WK074802  ";"Bergen op Zoom                          ";"Wijk      ";"WK074802  ";"1";"5570";"6120";"2600";"8405";"6895";"1510";"1";"265";"525";"         .";;"2";"2070"
"2347";"BU07480200";"Bergen op Zoom                          ";"Buurt     ";"BU07480200";"1";"1650";"1630";"510";"1975";"1635";"345";"0.9";"2640";"120";"      4621";"1";"1";"2948"
"2348";"BU07480201";"Bergen op Zoom                          ";"Buurt     ";"BU07480201";"1";"580";"690";"420";"965";"805";"160";"0.9";"2479";"70";"      4624";"1";"1";"2678"
"2349";"BU07480202";"Bergen op Zoom                          ";"Buurt     ";"BU07480202";"1";"1040";"1310";"480";"1685";"1385";"300";"1";"2525";"75";"      4623";"1";"2";"1783"
"2350";"BU07480203";"Bergen op Zoom                          ";"Buurt     ";"BU07480203";"1";"1010";"820";"370";"1310";"1090";"220";"0.9";"1335";"50";"      4624";"1";"2";"2000"
"2351";"BU07480204";"Bergen op Zoom                          ";"Buurt     ";"BU07480204";"1";"660";"870";"380";"1195";"995";"200";"1.1";"1066";"110";"      4625";"1";"3";"1000"
"2352";"BU07480205";"Bergen op Zoom                          ";"Buurt     ";"BU07480205";"1";"440";"460";"140";"585";"480";"105";"1.1";"3136";"30";"      4624";"4";"2";"1802"
"2353";"BU07480206";"Bergen op Zoom                          ";"Buurt     ";"BU07480206";"1";"10";"20";"0";"90";"60";"30";;;"5";"      4622";"1";"2";"1846"
"2354";"BU07480208";"Bergen op Zoom                          ";"Buurt     ";"BU07480208";"1";"40";"90";"90";"185";"125";"55";"1.5";"78";"15";"      4625";"1";"5";"59"
"2355";"BU07480209";"Bergen op Zoom                          ";"Buurt     ";"BU07480209";"1";"160";"210";"180";"420";"325";"95";"1.6";"17";"50";"      4614";"6";"5";"103"
"2356";"WK074803  ";"Bergen op Zoom                          ";"Wijk      ";"WK074803  ";"1";"1810";"2960";"2590";"5110";"4045";"1065";"1.3";"315";"295";"         .";;"3";"1227"
"2357";"BU07480300";"Bergen op Zoom                          ";"Buurt     ";"BU07480300";"1";"1390";"2380";"1920";"3845";"3125";"720";"1.2";"1893";"230";"      4617";"1";"3";"1137"
"2358";"BU07480301";"Bergen op Zoom                          ";"Buurt     ";"BU07480301";"1";"180";"250";"370";"455";"375";"85";"1.2";"570";"20";"      4616";"3";"2";"1891"
"2359";"BU07480302";"Bergen op Zoom                          ";"Buurt     ";"BU07480302";"1";"220";"310";"280";"485";"375";"110";"1.3";"537";"40";"      4611";"6";"2";"1509"
"2360";"BU07480306";"Bergen op Zoom                          ";"Buurt     ";"BU07480306";"1";;;;"280";"135";"145";;;"5";"      4612";"4";"3";"1011"
"2361";"BU07480308";"Bergen op Zoom                          ";"Buurt     ";"BU07480308";"1";;;;"40";"35";"10";;;"0";"      4625";"2";"5";"220"
"2362";"BU07480309";"Bergen op Zoom                          ";"Buurt     ";"BU07480309";"1";;;;"0";"0";"0";;;"0";"         .";;"5";"0"
"2363";"WK074804  ";"Bergen op Zoom                          ";"Wijk      ";"WK074804  ";"1";"2370";"4410";"2460";"6540";"5540";"1000";"1.3";"411";"550";"         .";;"4";"960"
"2364";"BU07480400";"Bergen op Zoom                          ";"Buurt     ";"BU07480400";"1";"580";"930";"340";"1330";"1180";"145";"1";"1170";"120";"      4661";"1";"3";"1082"
"2365";"BU07480401";"Bergen op Zoom                          ";"Buurt     ";"BU07480401";"1";"440";"870";"350";"1230";"1085";"145";"1.2";"589";"105";"      4661";"1";"4";"913"
"2366";"BU07480402";"Bergen op Zoom                          ";"Buurt     ";"BU07480402";"1";"90";"160";"80";"235";"195";"40";"1.3";"187";"40";"      4661";"1";"4";"766"
"2367";"BU07480403";"Bergen op Zoom                          ";"Buurt     ";"BU07480403";"1";"140";"360";"280";"565";"455";"115";"1.4";"595";"65";"      4661";"1";"4";"915"
"2368";"BU07480404";"Bergen op Zoom                          ";"Buurt     ";"BU07480404";"1";"430";"940";"630";"1370";"1200";"170";"1.3";"2476";"105";"      4661";"1";"3";"1121"
"2369";"BU07480405";"Bergen op Zoom                          ";"Buurt     ";"BU07480405";"1";"490";"1000";"730";"1670";"1320";"350";"1.5";"962";"110";"      4661";"1";"4";"832"
"2370";"BU07480408";"Bergen op Zoom                          ";"Buurt     ";"BU07480408";"1";"190";"80";"60";"85";"65";"20";"1.2";"28";"5";"      4661";"1";"4";"564"
"2371";"BU07480409";"Bergen op Zoom                          ";"Buurt     ";"BU07480409";"1";"0";"40";"20";"50";"40";"15";;;"5";"      4661";"1";"5";"199"
"2372";"WK074805  ";"Bergen op Zoom                          ";"Wijk      ";"WK074805  ";"1";"560";"700";"230";"1060";"875";"185";"1.3";"98";"130";"         .";;"5";"235"
"2373";"BU07480500";"Bergen op Zoom                          ";"Buurt     ";"BU07480500";"1";"420";"520";"160";"740";"635";"105";"1.2";"225";"85";"      4664";"1";"5";"272"
"2374";"BU07480507";"Bergen op Zoom                          ";"Buurt     ";"BU07480507";"1";"40";"60";"30";"110";"85";"25";"1.7";"249";"10";"      4664";"1";"5";"41"
"2375";"BU07480508";"Bergen op Zoom                          ";"Buurt     ";"BU07480508";"1";"50";"90";"10";"115";"90";"25";"1.6";"149";"25";"      4664";"1";"5";"122"
"2376";"BU07480509";"Bergen op Zoom                          ";"Buurt     ";"BU07480509";"1";"50";"30";"30";"95";"65";"30";"1.6";"15";"5";"      4664";"1";"5";"182"
"2377";"GM1859    ";"Berkelland                              ";"Gemeente  ";"GM1859    ";".";"9500";"16000";"7420";"24470";"20500";"3970";"1.3";"95";"2315";"         .";;"4";"654"
"2378";"WK185900  ";"Berkelland                              ";"Wijk      ";"WK185900  ";"3";"2000";"3890";"1870";"5870";"4845";"1025";"1.3";"107";"525";"         .";;"4";"618"
"2379";"BU18590000";"Berkelland                              ";"Buurt     ";"BU18590000";"3";"180";"340";"140";"530";"465";"70";"1.1";"2418";"45";"      7271";"1";"3";"1002"
"2380";"BU18590002";"Berkelland                              ";"Buurt     ";"BU18590002";"3";"190";"350";"200";"525";"445";"80";"1.2";"1053";"40";"      7271";"1";"4";"691"
"2381";"BU18590003";"Berkelland                              ";"Buurt     ";"BU18590003";"3";"80";"200";"150";"345";"270";"75";"1.5";"1516";"45";"      7274";"1";"5";"102"
"2382";"BU18590004";"Berkelland                              ";"Buurt     ";"BU18590004";"3";"50";"130";"60";"200";"155";"45";"1.6";"1053";"25";"      7275";"1";"5";"59"
"2383";"BU18590005";"Berkelland                              ";"Buurt     ";"BU18590005";"3";"60";"130";"60";"165";"145";"20";"1.2";"1157";"20";"      7273";"1";"5";"76"
"2384";"BU18590006";"Berkelland                              ";"Buurt     ";"BU18590006";"3";"90";"120";"50";"195";"155";"40";"1.4";"21";"10";"      7275";"1";"5";"36"
"2385";"BU18590007";"Berkelland                              ";"Buurt     ";"BU18590007";"3";"160";"280";"160";"435";"340";"95";"1.5";"23";"25";"      7274";"1";"5";"72"
"2386";"BU18590008";"Berkelland                              ";"Buurt     ";"BU18590008";"3";"90";"210";"120";"270";"200";"70";"1.3";"22";"35";"      7271";"1";"5";"103"
"2387";"BU18590009";"Berkelland                              ";"Buurt     ";"BU18590009";"3";"50";"180";"70";"280";"225";"55";"1.9";"28";"45";"      7273";"1";"5";"44"
"2388";"BU18590010";"Berkelland                              ";"Buurt     ";"BU18590010";"3";"70";"230";"130";"290";"245";"45";"1.4";"989";"20";"      7271";"1";"4";"798"
"2389";"BU18590011";"Berkelland                              ";"Buurt     ";"BU18590011";"3";"260";"410";"130";"505";"445";"60";"1.1";"2273";"40";"      7271";"1";"4";"890"
